timestamp,frequency,Simulation mode,Load.mpx000635970 [kW],Load.mpx000460267 [kW],Load.mpx000637601 [kW],Load.mpx000594341 [kW]
2017-01-01 12:15:00,60.0,Yearly,5.0,-1.0,9.91540483408225,5.784
2017-01-01 12:30:00,60.0,Yearly,5.0,-1.0,4.90786193870805,5.784
2017-01-01 12:45:00,60.0,Yearly,5.0,-1.0,3.57439028803956,5.784
2017-01-01 13:00:00,60.0,Yearly,5.0,-1.0,0.576762867296738,5.784
2017-01-01 13:15:00,60.0,Yearly,5.0,-1.0,2.18048809026531,5.784
2017-01-01 13:30:00,60.0,Yearly,5.0,-1.0,3.42770396751185,5.784
2017-01-01 13:45:00,60.0,Yearly,5.0,-1.0,10.2246673102332,5.784
2017-01-01 14:00:00,60.0,Yearly,5.0,-1.0,2.02129762355144,5.784
2017-01-01 14:15:00,60.0,Yearly,5.0,-1.0,9.36968462044282,5.784
2017-01-01 14:30:00,60.0,Yearly,5.0,-1.0,7.96849547463942,5.784
2017-01-01 14:45:00,60.0,Yearly,5.0,-1.0,7.03263101356467,5.784
2017-01-01 15:00:00,60.0,Yearly,5.0,-1.0,4.9291430575342,5.784
2017-01-01 15:15:00,60.0,Yearly,5.0,-1.0,4.30202690920399,5.784
2017-01-01 15:30:00,60.0,Yearly,5.0,-1.0,10.1064466355526,5.784
2017-01-01 15:45:00,60.0,Yearly,5.0,-1.0,2.30392164022823,5.784
2017-01-01 16:00:00,60.0,Yearly,5.0,-1.0,0.425993768954873,5.784
2017-01-01 16:15:00,60.0,Yearly,5.0,-1.0,4.95648177640112,5.784
2017-01-01 16:30:00,60.0,Yearly,5.0,-1.0,11.1422414973556,5.784
2017-01-01 16:45:00,60.0,Yearly,5.0,-1.0,8.75048692064166,5.784
2017-01-01 17:00:00,60.0,Yearly,5.0,-1.0,0.449469153598634,5.784
2017-01-01 17:15:00,60.0,Yearly,5.0,-1.0,4.34735130088108,5.784
2017-01-01 17:30:00,60.0,Yearly,5.0,-1.0,3.10010085607127,5.784
2017-01-01 17:45:00,60.0,Yearly,5.0,-1.0,7.58842450185555,5.784
2017-01-01 18:00:00,60.0,Yearly,5.0,-1.0,10.4233199215832,5.784
2017-01-01 18:15:00,60.0,Yearly,5.0,-1.0,5.02574854405655,5.784
2017-01-01 18:30:00,60.0,Yearly,5.0,-1.0,4.29674551155844,5.784
2017-01-01 18:45:00,60.0,Yearly,5.0,-1.0,7.29044838742991,5.784
2017-01-01 19:00:00,60.0,Yearly,5.0,-1.0,0.450875907418223,5.784
2017-01-01 19:15:00,60.0,Yearly,5.0,-1.0,2.99241597215385,5.784
2017-01-01 19:30:00,60.0,Yearly,5.0,-1.0,4.73493953384084,5.784
2017-01-01 19:45:00,60.0,Yearly,5.0,-1.0,7.79612481674854,5.784
2017-01-01 20:00:00,60.0,Yearly,5.0,-1.0,2.92858280406958,5.784
2017-01-01 20:15:00,60.0,Yearly,5.0,-1.0,2.82480380193882,5.784
2017-01-01 20:30:00,60.0,Yearly,5.0,-1.0,10.0246219423135,5.784
2017-01-01 20:45:00,60.0,Yearly,5.0,-1.0,3.17039781689401,5.784
2017-01-01 21:00:00,60.0,Yearly,5.0,-1.0,0.683036086603589,5.784
2017-01-01 21:15:00,60.0,Yearly,5.0,-1.0,11.5708704492399,5.784
2017-01-01 21:30:00,60.0,Yearly,5.0,-1.0,4.55617851159836,5.784
2017-01-01 21:45:00,60.0,Yearly,5.0,-1.0,3.79973340015167,5.784
2017-01-01 22:00:00,60.0,Yearly,5.0,-1.0,3.87219207847213,5.784
2017-01-01 22:15:00,60.0,Yearly,5.0,-1.0,11.1731055778891,5.784
2017-01-01 22:30:00,60.0,Yearly,5.0,-1.0,3.1982961703927,5.784
2017-01-01 22:45:00,60.0,Yearly,5.0,-1.0,0.947309677944886,5.784
2017-01-01 23:00:00,60.0,Yearly,5.0,-1.0,7.848515644409,5.784
2017-01-01 23:15:00,60.0,Yearly,5.0,-1.0,4.27389377626407,5.784
2017-01-01 23:30:00,60.0,Yearly,5.0,-1.0,10.7757807746567,5.784
2017-01-01 23:45:00,60.0,Yearly,5.0,-1.0,0.241654385384581,5.784
2017-01-02 00:00:00,60.0,Yearly,5.0,-1.0,11.5369950167067,5.784
