Timestamp,Circuit.ieee13nodeckt__LineLosses
2020-01-01 21:45:00,(34.393502980880676+101.39045374886j)
2020-01-01 22:00:00,(34.393943252705675+101.39181257652271j)
2020-01-01 22:15:00,(34.39394606869249+101.39182144334454j)
2020-01-01 22:30:00,(34.91281359147235+102.94619851378262j)
2020-01-01 22:45:00,(34.915752629874845+102.95526838667823j)
2020-01-01 23:00:00,(34.915771646536506+102.95532824089616j)
2020-01-01 23:15:00,(34.9157717701976+102.9553286393546j)
2020-01-01 23:30:00,(34.91577177103341+102.9553286419743j)
2020-01-01 23:45:00,(38.64575150805804+114.13083990823174j)
2020-01-02 00:00:00,(38.64765520104019+114.13676229043006j)
2020-01-02 00:15:00,(38.64766867085167+114.13680498917103j)
2020-01-02 00:30:00,(55.082060322798796+163.2901822399552j)
2020-01-02 00:45:00,(55.081549481162654+163.28841205591144j)
2020-01-02 01:00:00,(55.0815451657658+163.2883953642063j)
2020-01-02 01:15:00,(55.08154514161575+163.2883952374351j)
2020-01-02 01:30:00,(55.0815451417315+163.28839523703047j)
2020-01-02 01:45:00,(60.031467811392794+178.11625284234248j)
2020-01-02 02:00:00,(60.03777418224933+178.1357352020802j)
2020-01-02 02:15:00,(60.03784920010018+178.1359740724064j)
2020-01-02 02:30:00,(56.125251575615245+166.41537914140878j)
2020-01-02 02:45:00,(56.12073455185557+166.40141659614247j)
2020-01-02 03:00:00,(56.12068401655713+166.40125507861165j)
2020-01-02 03:15:00,(56.12068348408996+166.40125328939962j)
2020-01-02 03:30:00,(56.12068347904158+166.4012532710855j)
2020-01-02 03:45:00,(51.389452320633964+152.22914675356793j)
2020-01-02 04:00:00,(51.38445039963592+152.2136707974261j)
2020-01-02 04:15:00,(51.38439896497643+152.21350543304223j)
2020-01-02 04:30:00,(45.25115459287048+133.84282359838346j)
2020-01-02 04:45:00,(45.24544884974259+133.8251451140346j)
2020-01-02 05:00:00,(45.24539742783342+133.8249780366866j)
2020-01-02 05:15:00,(45.245397026387664+133.82497661319735j)
2020-01-02 05:30:00,(45.245397024132124+133.82497660347101j)
2020-01-02 05:45:00,(36.881021441954715+108.77258521724137j)
2020-01-02 06:00:00,(36.87468991862129+108.75292143949713j)
2020-01-02 06:15:00,(36.87464549875675+108.75277347113384j)
2020-01-02 06:30:00,(28.259129980178066+82.96893780657125j)
2020-01-02 06:45:00,(28.26044596612404+82.97341759827437j)
